AgentId,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30
MINNG0209,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,International music,Frequently
MINNG0210,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,International music,Frequently
MINNG0211,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0212,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0213,36-45,Female,5-10,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0214,46-60,Female,5-10,Yes,Moderately,Worsened,Significant,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0215,36-45,Female,5-10,Yes,Moderately,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0216,36-45,Female,5-10,Yes,Moderately,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0217,36-45,Female,5-10,Yes,Moderately,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0218,36-45,Female,5-10,Yes,Moderately,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0219,36-45,Female,5-10,Yes,Moderately,Worsened,Slight,Always,None,Positive,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0220,36-45,Female,5-10,Yes,Moderately,Worsened,Slight,Always,None,Positive,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0221,36-45,Female,<5,Yes,Moderately,Worsened,Slight,Always,None,Positive,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0222,36-45,Female,<5,Yes,Moderately,Worsened,None,Always,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Traditional music,Frequently
MINNG0223,36-45,Female,<5,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Popular music,Frequently
MINNG0224,36-45,Female,<5,Yes,Moderately,Worsened,None,Always,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Family,A lot,Yes,Religious events,Traditional music,Frequently
MINNG0225,36-45,Female,<5,Yes,Moderately,Worsened,Slight,Always,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0226,36-45,Male,<5,Yes,Moderately,Worsened,Slight,Always,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0227,36-45,Male,5-10,Yes,Moderately,Worsened,Slight,Always,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0228,36-45,Male,5-10,Yes,A lot,Worsened,Slight,Always,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0229,36-45,Male,5-10,Yes,A lot,Worsened,Slight,Always,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0230,36-45,Male,5-10,Yes,A lot,Worsened,Slight,Always,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0231,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0232,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Very positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0233,18-25,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Traditional music,Frequently
MINNG0234,18-25,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Community meetings,Traditional music,Frequently
MINNG0235,18-25,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Positive,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Community meetings,Traditional music,Frequently
MINNG0236,18-25,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Community meetings,Traditional music,Frequently
MINNG0237,18-25,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Community meetings,Traditional music,Frequently
MINNG0238,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Community meetings,Traditional music,Frequently
MINNG0239,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Community meetings,Popular music,Frequently
MINNG0240,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0241,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0242,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0243,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0244,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0245,36-45,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0246,18-25,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0247,18-25,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0248,18-25,Male,<5,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0249,18-25,Male,11-20,Yes,A lot,Worsened,Slight,Always,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0250,18-25,Male,11-20,Yes,A lot,Worsened,Slight,Sometimes,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0251,18-25,Male,11-20,Yes,A lot,Worsened,Slight,Sometimes,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0252,18-25,Male,11-20,Yes,A lot,Worsened,Slight,Sometimes,None,Negative,Yes,Very important,Moderately,Unsure,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0253,18-25,Male,11-20,Yes,A lot,Worsened,Slight,Sometimes,None,Negative,Yes,Very important,Moderately,Unsure,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0254,18-25,Male,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Negative,Yes,Very important,Moderately,Unsure,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Volleyball,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0255,18-25,Male,20+,Yes,A lot,Worsened,Slight,Sometimes,None,Negative,Yes,Very important,Moderately,Unsure,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0256,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Negative,Yes,Very important,Moderately,Unsure,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,None,International music,Frequently
MINNG0257,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Negative,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,None,International music,Frequently
MINNG0258,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,None,International music,Frequently
MINNG0259,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,None,International music,Frequently
MINNG0260,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0261,18-25,Male,11-20,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0262,18-25,Male,11-20,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0263,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0264,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0265,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0266,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0267,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0268,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,International music,Frequently
MINNG0269,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,International music,Frequently
MINNG0270,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Never,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,International music,Frequently
MINNG0271,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,International music,Frequently
MINNG0272,18-25,Male,20+,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0273,36-45,Male,11-20,Yes,A lot,Worsened,Significant,Sometimes,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Depends,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0274,36-45,Male,20+,Yes,A lot,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Religious events,Popular music,Frequently
MINNG0275,36-45,Male,11-20,Yes,A lot,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Religious events,Popular music,Frequently
MINNG0276,36-45,Male,20+,Yes,A lot,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Religious events,Popular music,Frequently
MINNG0277,36-45,Male,11-20,Yes,A lot,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Religious events,Popular music,Frequently
MINNG0278,36-45,Male,20+,Yes,A lot,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Religious events,Popular music,Frequently
MINNG0279,36-45,Male,20+,Yes,A lot,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0280,36-45,Male,11-20,Yes,A lot,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0281,36-45,Male,20+,Yes,A lot,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0282,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0283,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0284,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0285,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0286,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Never,Yes,Environmental impact,Totally compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Sports events,Popular music,Frequently
MINNG0287,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Never,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0288,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0289,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0290,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0291,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Always,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0292,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Always,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0293,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0294,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0295,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0296,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0297,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0298,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0299,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Environmental impact,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0300,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0301,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0302,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0303,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Rarely,Yes,Community opinion,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0304,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Always,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0305,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Always,Yes,Environmental impact,Partially compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0306,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Always,Yes,Environmental impact,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0307,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Very positive,Yes,Very important,Moderately,In favour,Always,Yes,Environmental impact,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Popular music,Frequently
MINNG0308,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,Moderately,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
MINNG0309,26-35,Male,20+,Yes,Moderately,Worsened,Significant,Always,None,Positive,Yes,Very important,A lot,In favour,Always,Yes,Community opinion,A little compatible,Yes,Yes,Yes,Football,National team,Sometimes,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
